交易日期,北向资金
20210820,-10816018100
20210823,1831301300
20210824,5315044900
20210825,3418638000
20210826,1229063900
20210827,6203039800
20210830,1886732000
20210831,6146985100
20210901,7687998300
20210902,5136902800
20210903,7068064100
20210906,3380649600
20210907,6068604000
20210908,-1617955300
20210909,2615145300
20210910,3618929800
20210913,-3824353700
20210914,-4128275500
20210915,2139508300
20210916,-3014154600
20210923,-4309117400
20210924,2730481500
20210927,1477036200
20210928,4785906000
20210929,-266807000
20210930,970474500
20211008,-2571750300
20211011,187236100
20211012,-1378518000
20211015,2692626300
20211018,-8018453100
20211019,3906479200
20211020,4079443200
20211021,10153996300
20211022,13181579300
20211025,894196800
20211026,845342300
20211027,-3042375000
20211028,7171860100
20211029,4737974900
20211101,711190300
20211102,2365035300
20211103,731463400
20211104,1205393000
20211105,-598957900
20211108,-1002512900
20211109,-2115646800
20211110,-11809780000
20211111,8609736900
20211112,3627056000
20211115,3382416100
20211116,4199308900
20211117,-237882200
20211118,-4452793900
20211119,8292504400
20211122,1435264300
20211123,5222674200
20211124,2369666700
20211125,1171553400
20211126,-4488887200
20211129,3284214400
20211130,-3410635900
20211201,3000933900
20211202,3021257000
20211203,9221039500
20211206,395152200
20211207,7949459500
20211208,9684759700
20211209,21656305900
20211210,9148355200
20211213,5365646800
20211214,6025927500
20211215,751680800
20211216,5884554500
20211217,-6561206400
20211220,-970757200
20211221,-997012000
20211222,-1744917600
20211223,2491855700
20211228,1292541200
20211229,661910900
20211230,8141414000
20211231,4573019000
20220104,460159600
20220105,3046303700
20220106,-6637949300
20220107,9334623900
20220110,4757561800
20220111,-4026414800
20220112,7017795800
20220113,-585462500
20220114,281968500
20220117,1706609200
20220118,2335083400
20220119,3821203300
20220120,12576480700
20220121,8757805000
20220124,3452330100
20220125,-3573574400
20220126,1139362100
20220127,-14623533900
20220128,-12465862300
20220207,5551698700
20220208,-817175100
20220209,484293000
20220210,4520495800
20220211,1004930100
20220214,-3788408800
20220215,-3544385900
20220216,-1623409000
20220217,1720041100
20220218,4837503700
20220221,-3521413700
20220222,-7339737300
20220223,1421715100
20220224,-3357942000
20220225,6384651200
20220228,2047152500
20220301,3276262300
20220302,-775571100
20220303,-730858100
20220304,457391400
20220307,-8271203300
20220308,-8698960600
20220309,-10934455700
20220310,-3373956800
20220311,-5041770800
20220314,-14408229400
20220315,-16024486200
20220316,-82298700
20220317,5365295000
20220318,8457411900
20220321,-8418605900
20220322,-921787400
20220323,-193610500
20220324,-127493700
20220325,-3117431500
20220328,5030343100
20220329,-328101100
20220330,12725616800
20220331,1053451700
20220401,4420894800
20220406,-5321009800
20220407,-608550100
20220408,-627423700
20220411,-5761636900
20220412,9137043500
20220413,-497623700
20220419,-1943619500
20220420,-5287713300
20220421,910978700
20220422,6764970300
20220425,-4397321800
20220426,1542908200
20220427,4359464700
20220428,-636552900
20220429,4245558900
