交易日期,时间戳,最高价,最低价,开盘价,收盘价,涨跌额,北向资金
20200108,1578412800,4149.81,4101.98,4139.63,4112.32,-47.91,1422950600
20200109,1578499200,4165.66,4143.59,4145.53,4164.37,52.05,7550579900
20200110,1578585600,4180.98,4148.48,4177.58,4163.18,-1.19,2958240900
20200113,1578844800,4203.99,4148.6,4166.93,4203.99,40.81,7710480200
20200114,1578931200,4223.51,4188.08,4215.16,4189.89,-14.1,3427957800
20200115,1579017600,4193.87,4150.88,4186.88,4166.73,-23.16,1044149600
20200116,1579104000,4175.29,4142.18,4174.82,4149.04,-17.69,3846496700
20200117,1579190400,4177.03,4141.64,4162.19,4154.85,5.81,3521349000
20200120,1579449600,4185.96,4149.49,4170.74,4185.83,30.98,4192997700
20200121,1579536000,4165.02,4113.33,4165.02,4114.31,-71.52,-7128018800
20200122,1579622400,4141.18,4046.49,4093.8,4131.93,17.62,-763911300
20200123,1579708800,4103.52,3972.39,4093.32,4003.9,-128.03,-11761804800
20200203,1580659200,3732.16,3639.91,3639.91,3688.36,-315.54,18189392300
20200204,1580745600,3786.86,3652.0,3652.0,3785.64,97.28,4920168800
20200205,1580832000,3866.01,3781.61,3801.1,3828.53,42.89,-308137700
20200206,1580918400,3914.92,3806.96,3841.75,3899.78,71.25,10557958000
20200207,1581004800,3899.88,3849.71,3879.55,3899.87,0.09,-3299287500
20200210,1581264000,3920.17,3861.01,3872.37,3916.01,16.14,-3272344900
20200211,1581350400,3970.52,3915.71,3926.42,3952.46,36.45,1043523400
20200212,1581436800,3984.43,3940.67,3945.67,3984.43,31.97,1485098500
20200213,1581523200,3999.55,3950.14,3985.88,3959.92,-24.51,791196600
20200214,1581609600,4001.56,3954.02,3954.23,3987.73,27.81,4322748900
20200217,1581868800,4077.45,3999.65,3999.65,4077.42,89.69,5362395400
20200218,1581955200,4076.39,4027.79,4069.83,4057.51,-19.91,-5390473800
20200219,1582041600,4085.17,4042.85,4049.59,4051.31,-6.2,3744624900
20200220,1582128000,4148.53,4055.81,4062.9,4144.66,93.35,3897918200
20200221,1582214400,4184.44,4130.17,4134.87,4149.49,4.83,-1120084400
20200224,1582473600,4149.01,4097.18,4131.84,4132.84,-16.65,-8705139000
20200225,1582560000,4126.71,4020.91,4066.3,4123.85,-8.99,-4831344600
20200226,1582646400,4132.78,4061.13,4070.1,4073.02,-50.83,-6726882400
20200227,1582732800,4110.53,4067.44,4084.08,4084.88,11.86,-3940510800
20200228,1582819200,4031.15,3928.07,3988.73,3940.05,-144.83,-5136802600
20200302,1583078400,4092.54,3968.84,3968.84,4069.67,129.62,4152009700
20200303,1583164800,4147.65,4067.91,4125.14,4091.36,21.69,480283500
20200304,1583251200,4115.26,4060.73,4078.5,4115.05,23.69,-780429300
20200305,1583337600,4215.85,4127.04,4150.21,4206.73,91.68,4810610300
20200306,1583424000,4181.31,4135.39,4158.2,4138.51,-68.22,-3042103000
20200309,1583683200,4063.08,3995.13,4063.08,3997.13,-141.38,-14318877700
20200310,1583769600,4093.0,3954.75,3975.23,4082.73,85.6,3095870800
20200311,1583856000,4091.27,4028.4,4090.93,4028.43,-54.3,-7465019900
20200312,1583942400,3987.43,3926.27,3976.11,3950.91,-77.52,-8380371400
20200313,1584028800,3937.18,3765.15,3771.01,3895.31,-55.6,-14726307300
20200316,1584288000,3899.86,3720.51,3899.86,3727.84,-167.47,-9807485100
20200317,1584374400,3786.89,3618.31,3739.78,3709.68,-18.16,-8238031200
20200318,1584460800,3775.85,3636.26,3729.69,3636.26,-73.42,-7191231100
20200319,1584547200,3647.99,3503.19,3623.79,3589.09,-47.17,-10220358400
20200320,1584633600,3663.95,3588.78,3629.51,3653.22,64.13,1686636200
20200323,1584892800,3585.8,3523.79,3542.68,3530.31,-122.91,-7999254000
20200324,1584979200,3627.76,3545.45,3598.65,3625.11,94.8,3987137200
20200325,1585065600,3732.65,3685.99,3711.48,3722.52,97.41,2503869600
20200326,1585152000,3736.25,3681.27,3692.61,3698.05,-24.47,-1357513200
20200327,1585238400,3758.78,3709.92,3746.39,3710.06,12.01,3413735400
20200330,1585497600,3690.64,3637.59,3657.46,3674.11,-35.95,-125686900
20200331,1585584000,3716.07,3676.2,3708.14,3686.16,12.05,1649847300
20200401,1585670400,3731.78,3670.97,3682.3,3675.08,-11.08,4234995900
20200402,1585756800,3734.53,3652.32,3656.32,3734.53,59.45,4331750600
20200403,1585843200,3738.83,3698.98,3721.48,3713.22,-21.31,-1943177700
20200407,1586188800,3803.63,3772.21,3779.91,3798.02,84.8,12673750200
20200408,1586275200,3793.0,3767.29,3776.42,3780.34,-17.68,-3452695200
20200414,1586793600,3825.76,3764.98,3777.83,3825.7,72.44,14228986200
20200415,1586880000,3829.8,3793.44,3820.85,3797.36,-28.34,3354399000
20200416,1586966400,3807.36,3774.56,3777.8,3802.38,5.02,3814514800
20200417,1587052800,3863.45,3821.42,3831.92,3839.49,37.11,8623628600
20200420,1587312000,3853.8,3831.55,3845.46,3853.46,13.97,49931100
20200421,1587398400,3838.23,3780.0,3838.23,3808.05,-45.41,-2752515000
20200422,1587484800,3839.38,3782.21,3789.13,3839.38,31.33,1178065500
20200423,1587571200,3857.47,3826.56,3851.91,3829.75,-9.63,691054900
20200424,1587657600,3827.21,3787.07,3826.31,3796.97,-32.78,3249756400
20200427,1587916800,3842.87,3793.77,3808.02,3822.77,25.8,3938589200
20200428,1588003200,3859.68,3768.2,3835.35,3849.15,26.38,1036685000
20200506,1588694400,3937.69,3865.99,3867.26,3936.25,23.67,1140353000
20200507,1588780800,3941.48,3915.9,3937.59,3924.89,-11.36,-3148432700
20200508,1588867200,3979.66,3935.98,3943.0,3963.62,38.73,4865056500
20200511,1589126400,3998.1,3944.5,3974.76,3960.18,-3.44,2647559800
20200512,1589212800,3970.11,3930.21,3961.34,3960.24,0.06,1749948800
20200513,1589299200,3972.53,3932.57,3946.64,3968.25,8.01,-204637000
20200514,1589385600,3952.2,3924.05,3952.2,3925.22,-43.03,-1324817000
20200515,1589472000,3945.2,3907.4,3941.13,3912.82,-12.4,1194376600
20200518,1589731200,3946.43,3898.4,3914.66,3922.91,10.09,3403865000
20200519,1589817600,3966.85,3944.07,3963.78,3956.25,33.34,3699049100
20200520,1589904000,3955.71,3923.92,3955.71,3935.22,-21.03,2038569300
20200521,1589990400,3951.74,3907.58,3950.6,3913.79,-21.43,2131166600
20200522,1590076800,3907.58,3818.15,3907.58,3824.06,-89.73,-3325498500
20200525,1590336000,3835.63,3800.18,3828.32,3829.32,5.26,2145299800
20200526,1590422400,3874.75,3844.48,3850.0,3872.77,43.45,3885484700
20200527,1590508800,3873.7,3838.42,3873.7,3845.61,-27.16,1288472000
20200528,1590595200,3885.42,3818.43,3848.49,3856.63,11.02,2818281800
20200529,1590681600,3872.3,3830.42,3838.38,3867.02,10.39,5107166300
20200601,1590940800,3976.32,3901.73,3901.73,3971.34,104.32,10485628100
20200602,1591027200,3991.78,3958.98,3969.95,3983.57,12.23,1928673400
20200603,1591113600,4018.68,3982.93,4001.17,3983.65,0.08,4414204700
20200604,1591200000,3999.81,3968.57,3998.16,3982.19,-1.46,2883472300
20200605,1591286400,4001.25,3967.93,3988.22,4001.25,19.06,4339459100
20200608,1591545600,4050.22,4016.1,4023.61,4021.95,20.7,614232400
20200609,1591632000,4052.16,4016.34,4027.56,4047.03,25.08,4628500600
20200610,1591718400,4046.23,4024.42,4046.23,4039.71,-7.32,422401900
20200611,1591804800,4043.01,3979.75,4031.74,3995.88,-43.83,145171000
20200612,1591891200,4011.06,3927.25,3931.62,4003.08,7.2,-895004200
20200615,1592150400,4007.14,3954.99,3982.97,3954.99,-48.09,-4070187100
20200616,1592236800,4014.57,3987.86,3995.58,4014.57,59.58,3970393600
20200617,1592323200,4018.61,3992.13,4018.61,4017.59,3.02,-2721415300
20200618,1592409600,4047.56,4000.9,4009.78,4044.38,26.79,4956568800
20200619,1592496000,4109.36,4043.49,4047.05,4098.71,54.33,18233365400
20200622,1592755200,4126.94,4088.78,4097.51,4102.05,3.34,2182381300
20200623,1592841600,4124.73,4080.75,4098.04,4121.79,19.74,752481800
20200624,1592928000,4144.68,4123.36,4128.1,4138.99,17.2,1855823200
20200629,1593360000,4137.37,4092.54,4127.93,4109.72,-29.27,-1446901100
20200702,1593619200,4340.1,4238.12,4239.41,4335.84,88.06,17115074100
20200703,1593705600,4419.6,4348.45,4353.19,4419.6,83.76,13193887400
20200706,1593964800,4678.11,4465.81,4465.81,4670.09,250.49,13652212300
20200707,1594051200,4796.32,4688.06,4739.61,4698.13,28.04,9843848500
20200708,1594137600,4803.36,4670.65,4692.86,4774.0,75.87,1153303900
20200709,1594224000,4854.12,4757.29,4770.08,4840.77,66.77,7951411300
20200710,1594310400,4821.37,4734.47,4796.09,4753.13,-87.64,-4393122300
20200713,1594569600,4878.08,4741.87,4742.37,4852.96,99.83,6850351900
20200714,1594656000,4860.44,4729.93,4836.17,4806.69,-46.27,-17384150500
20200715,1594742400,4837.48,4723.36,4821.52,4744.47,-62.22,-2705616400
20200716,1594828800,4772.56,4513.65,4741.53,4516.25,-228.22,-6920353800
20200717,1594915200,4601.37,4485.82,4524.77,4544.7,28.45,1043428300
20200720,1595174400,4681.94,4534.23,4597.2,4680.3,135.6,-5898965500
20200721,1595260800,4714.29,4661.44,4697.5,4691.04,10.74,-3011238300
20200722,1595347200,4790.45,4675.35,4682.66,4714.45,23.41,4170255900
20200723,1595433600,4731.4,4607.66,4668.74,4712.44,-2.01,-3653611300
20200724,1595520000,4691.7,4479.39,4679.03,4505.59,-206.85,-16357393600
20200727,1595779200,4558.12,4482.44,4535.01,4528.45,22.86,-1514313700
20200728,1595865600,4590.25,4537.68,4567.67,4568.26,39.81,-2232800700
20200729,1595952000,4680.56,4548.85,4559.16,4679.01,110.75,7731350800
20200730,1596038400,4704.63,4649.77,4689.76,4656.15,-22.86,-6338080300
20200731,1596124800,4741.81,4621.96,4652.18,4695.05,38.9,-1903154800
20200803,1596384000,4771.37,4720.03,4735.9,4771.31,76.26,-195279600
20200804,1596470400,4807.08,4747.77,4778.49,4775.8,4.49,2136652400
20200805,1596556800,4786.7,4711.27,4761.76,4777.11,1.31,-1981069300
20200806,1596643200,4791.86,4691.16,4779.24,4762.76,-14.35,-2547507900
20200807,1596729600,4749.02,4637.84,4742.29,4707.93,-54.83,-1862285900
20200810,1596988800,4757.66,4646.29,4681.76,4724.87,16.94,7368600
20200811,1597075200,4791.53,4674.86,4730.37,4681.78,-43.09,3948207500
20200812,1597161600,4681.62,4566.27,4668.89,4647.64,-34.14,-1637744700
20200813,1597248000,4671.77,4626.1,4666.49,4635.71,-11.93,-2082177100
20200814,1597334400,4708.07,4617.63,4627.61,4704.63,68.92,6429079800
20200817,1597593600,4838.09,4721.36,4727.12,4815.23,110.6,5713420900
20200818,1597680000,4825.39,4788.83,4816.57,4812.76,-2.47,-2037716700
20200819,1597766400,4809.05,4738.01,4804.67,4740.68,-72.08,-6133626700
20200820,1597852800,4721.44,4662.8,4708.13,4679.15,-61.53,-2832480700
20200821,1597939200,4739.48,4684.81,4717.79,4718.84,39.69,1126789300
20200824,1598198400,4769.47,4716.61,4746.4,4755.85,37.01,1947318600
20200825,1598284800,4802.41,4746.31,4769.21,4761.95,6.1,1738032400
20200826,1598371200,4786.42,4689.88,4761.72,4706.13,-55.82,-1177275300
20200827,1598457600,4731.94,4679.36,4718.06,4731.35,25.22,-1004991700
20200828,1598544000,4850.49,4719.35,4727.29,4844.27,112.92,6442783500
20200831,1598803200,4901.21,4816.21,4870.93,4816.22,-28.05,-8026020400
20200901,1598889600,4842.14,4791.78,4803.39,4842.12,25.9,-299923100
20200902,1598976000,4863.55,4797.52,4859.08,4843.89,1.77,-6614269100
20200903,1599062400,4877.01,4800.06,4841.5,4817.1,-26.79,-1003820000
20200904,1599148800,4778.2,4726.56,4737.24,4770.22,-46.88,-6317615700
20200907,1599408000,4789.3,4655.56,4759.52,4669.37,-100.85,-5465395600
20200908,1599494400,4707.9,4639.05,4683.83,4694.39,25.02,6350660700
20200909,1599580800,4645.2,4558.03,4634.25,4584.59,-109.8,-3758161300
20200910,1599667200,4647.75,4572.21,4632.1,4581.98,-2.61,998865100
20200911,1599753600,4630.88,4563.11,4572.26,4627.28,45.3,1290934600
20200914,1600012800,4666.99,4625.99,4652.05,4651.05,23.77,-3143324700
20200915,1600099200,4691.5,4630.54,4649.45,4688.48,37.43,3321168500
20200916,1600185600,4690.68,4638.46,4683.01,4657.36,-31.12,742013400
20200917,1600272000,4664.95,4601.64,4642.05,4632.71,-24.65,439006600
20200918,1600358400,4737.8,4631.7,4636.64,4737.09,104.38,9473558200
20200921,1600617600,4752.98,4688.72,4750.75,4691.43,-45.66,-6495771600
20200922,1600704000,4706.21,4622.11,4654.22,4635.76,-55.67,-2001781800
20200923,1600790400,4665.96,4623.55,4639.66,4652.33,16.57,-2752819100
20200924,1600876800,4631.95,4562.21,4623.95,4563.07,-89.26,-12167870900
20200925,1600963200,4599.54,4554.72,4582.48,4570.02,6.95,-1292007900
20200928,1601222400,4613.63,4571.15,4582.65,4581.91,11.89,-1078943400
20200929,1601308800,4616.68,4586.35,4608.29,4591.8,9.89,-93944000
20200930,1601395200,4634.72,4563.41,4607.58,4587.4,-4.4,-2903913300
20201009,1602172800,4695.4,4655.09,4663.61,4681.14,93.74,11266839200
20201012,1602432000,4823.27,4704.16,4705.19,4823.16,142.02,13509985400
20201013,1602518400,4845.92,4795.37,4812.9,4839.2,16.04,0
20201014,1602604800,4830.46,4795.91,4830.46,4807.1,-32.1,-1554680200
20201015,1602691200,4833.89,4796.26,4810.78,4798.74,-8.36,-333132800
20201016,1602777600,4825.55,4765.97,4798.92,4791.68,-7.06,-502880200
20201019,1603036800,4849.61,4747.34,4823.49,4755.49,-36.19,-3243045900
20201020,1603123200,4793.47,4739.46,4751.37,4793.47,37.98,-1112515800
20201021,1603209600,4801.63,4758.86,4801.63,4792.83,-0.64,-6922409000
20201022,1603296000,4791.81,4725.5,4780.6,4777.98,-14.85,-2747806100
20201027,1603728000,4708.46,4671.85,4680.14,4699.28,8.04,-4636906700
20201028,1603814400,4753.31,4685.6,4703.0,4737.27,37.99,186371600
20201029,1603900800,4803.03,4679.25,4683.61,4772.92,35.65,1786393900
20201030,1603987200,4778.51,4683.47,4776.47,4695.33,-77.59,-5673443200
20201102,1604246400,4738.02,4695.44,4702.75,4720.83,25.5,3080457400
20201103,1604332800,4793.4,4734.17,4743.17,4777.56,56.73,3121393900
20201104,1604419200,4825.46,4770.56,4781.45,4813.66,36.1,235968800
20201105,1604505600,4885.11,4838.0,4861.34,4885.11,71.45,10997137600
20201106,1604592000,4897.63,4845.43,4897.63,4885.72,0.61,3980979100
20201109,1604851200,4997.8,4918.86,4918.86,4981.35,95.63,19699172700
20201110,1604937600,4995.41,4928.93,4995.41,4953.88,-27.47,-4109791700
20201111,1605024000,4957.58,4901.71,4937.76,4904.9,-48.98,-929817700
20201112,1605110400,4926.34,4891.51,4916.77,4908.46,3.56,-506801300
20201113,1605196800,4886.98,4825.76,4886.98,4856.85,-51.61,-4939723000
20201116,1605456000,4904.17,4848.62,4880.96,4904.17,47.32,2589490100
20201117,1605542400,4909.29,4865.39,4903.12,4894.79,-9.38,53328800
20201118,1605628800,4911.09,4870.72,4889.67,4891.67,-3.12,-14180800
20201119,1605715200,4939.79,4870.2,4880.92,4927.99,36.32,438481100
20201120,1605801600,4947.43,4922.59,4928.22,4943.29,15.3,2443324000
20201123,1606060800,5029.65,4940.45,4954.6,5005.03,61.74,10051179100
20201124,1606147200,5001.06,4960.98,4997.05,4974.29,-30.74,-137489500
20201125,1606233600,5004.77,4910.7,4992.75,4910.7,-63.59,-1568821800
20201126,1606320000,4925.29,4867.82,4908.32,4919.59,8.89,6028941100
20201127,1606406400,4980.77,4917.35,4930.59,4980.77,61.18,2476479600
20201130,1606665600,5055.19,4960.25,4994.11,4960.25,-20.52,4939444800
20201201,1606752000,5072.55,4963.13,4963.13,5067.1,106.85,16292813100
20201202,1606838400,5090.61,5043.31,5072.98,5067.14,0.04,-4024841000
20201203,1606924800,5072.3,5033.79,5065.45,5057.06,-10.08,3594416900
20201204,1607011200,5072.39,5017.85,5049.52,5065.92,8.86,3738496900
20201207,1607270400,5067.87,5014.61,5065.73,5022.24,-43.68,-1160121500
20201208,1607356800,5043.06,4998.92,5029.11,5009.88,-12.36,6675647600
20201209,1607443200,5033.64,4942.52,5022.38,4942.7,-67.18,3889900900
20201210,1607529600,4962.74,4919.77,4931.29,4940.52,-2.18,1521612500
20201211,1607616000,4957.82,4849.35,4957.82,4889.63,-50.89,-3967826200
20201214,1607875200,4937.26,4887.66,4903.63,4934.84,45.21,222829200
20201215,1607961600,4954.19,4904.79,4931.6,4945.1,10.26,-350103200
20201216,1608048000,4968.86,4938.19,4957.3,4953.87,8.77,1915416000
20201217,1608134400,5021.62,4950.37,4960.73,5017.48,63.61,8057798400
20201218,1608220800,5027.44,4979.01,5014.32,4999.97,-17.51,-1362420300
20201221,1608480000,5048.51,4970.0,4995.76,5046.84,46.87,7860744700
20201222,1608566400,5055.13,4960.95,5034.98,4964.77,-82.07,-3585691400
20201223,1608652800,5028.45,4968.15,4977.3,5007.12,42.35,4338607100
20201228,1609084800,5089.34,5037.86,5042.94,5064.41,22.4,-408148300
20201229,1609171200,5077.42,5034.31,5071.45,5042.94,-21.47,4471207000
20201230,1609257600,5113.71,5036.63,5037.98,5113.71,70.77,6440075500
20201231,1609344000,5215.62,5122.48,5122.48,5211.29,97.58,3078432100
20210104,1609689600,5284.43,5190.94,5212.93,5267.72,56.43,-541919200
20210105,1609776000,5368.5,5234.38,5245.84,5368.5,100.78,-4444369400
20210106,1609862400,5433.47,5341.43,5386.51,5417.67,49.17,235913200
20210107,1609948800,5513.66,5413.35,5428.39,5513.66,95.99,3263060300
20210108,1610035200,5547.47,5442.69,5526.29,5495.43,-18.23,20614614800
20210111,1610294400,5555.69,5412.5,5504.24,5441.16,-54.27,893579400
20210112,1610380800,5596.35,5417.63,5419.5,5596.35,155.19,8444846000
20210113,1610467200,5644.72,5535.14,5609.26,5577.97,-18.38,2712154700
20210114,1610553600,5568.02,5458.68,5556.21,5470.46,-107.51,5107042300
20210115,1610640000,5500.63,5390.27,5471.39,5458.08,-12.38,801347000
20210118,1610899200,5541.46,5410.78,5438.16,5518.52,60.44,1636590800
20210119,1610985600,5532.48,5415.72,5525.97,5437.52,-81.0,918465900
20210120,1611072000,5496.05,5426.54,5439.91,5476.43,38.91,3394247800
20210121,1611158400,5593.11,5490.56,5492.96,5564.97,88.54,5677912900
20210122,1611244800,5573.66,5513.88,5562.38,5569.78,4.81,-2019771500
20210125,1611504000,5655.48,5543.27,5564.12,5625.92,56.14,1931001200
20210126,1611590400,5600.9,5506.0,5600.9,5512.97,-112.95,-3541196800
20210127,1611676800,5534.99,5449.64,5505.77,5528.0,15.03,-1254720700
20210128,1611763200,5462.24,5360.38,5450.37,5377.14,-150.86,-6404564800
20210129,1611849600,5430.2,5288.1,5413.97,5351.96,-25.18,2532833300
20210201,1612108800,5422.3,5342.05,5356.85,5417.65,65.69,3459214200
20210202,1612195200,5503.21,5411.52,5429.7,5501.09,83.44,3280861500
20210203,1612281600,5532.89,5473.12,5499.3,5485.2,-15.89,3422978100
20210204,1612368000,5510.05,5411.57,5453.98,5473.95,-11.25,6770573100
20210205,1612454400,5550.77,5477.65,5494.7,5483.41,9.46,8392535000
20210208,1612713600,5576.49,5479.85,5506.14,5564.56,81.15,7929706600
20210209,1612800000,5686.25,5555.05,5584.17,5686.25,121.69,2623610300
20210210,1612886400,5823.42,5707.33,5709.68,5807.72,121.47,-1780182000
20210218,1613577600,5930.91,5747.66,5922.07,5768.38,-39.34,5073477800
20210219,1613664000,5787.89,5667.32,5734.02,5778.84,10.46,9552629700
20210222,1613923200,5785.51,5597.33,5785.51,5597.33,-181.51,-1113943500
20210223,1614009600,5644.76,5541.11,5542.68,5579.67,-17.66,650770700
20210224,1614096000,5598.83,5379.73,5591.48,5437.57,-142.1,-673240500
20210225,1614182400,5527.63,5444.16,5494.47,5469.56,31.99,-732449900
20210226,1614268800,5416.32,5318.86,5343.9,5336.76,-132.8,-5632051500
20210301,1614528000,5421.56,5345.94,5389.25,5418.78,82.02,3786462900
20210302,1614614400,5454.97,5305.05,5453.28,5349.63,-69.15,-6790623900
20210303,1614700800,5452.4,5316.48,5327.35,5452.21,102.58,9010296800
20210304,1614787200,5392.37,5254.78,5388.48,5280.71,-171.5,-7369137000
20210305,1614873600,5307.82,5174.25,5191.97,5262.8,-17.91,526698200
20210308,1615132800,5326.26,5079.8,5299.79,5080.02,-182.78,-8588846400
20210309,1615219200,5094.31,4917.91,5066.15,4971.0,-109.02,2431037100
20210310,1615305600,5055.28,4981.62,5047.06,5003.61,32.61,5225020500
20210311,1615392000,5138.41,5020.58,5024.56,5128.22,124.61,6719407500
20210312,1615478400,5153.67,5086.82,5153.67,5146.38,18.16,827137300
20210315,1615737600,5120.88,4992.4,5116.12,5035.54,-110.84,3686982800
20210316,1615824000,5084.31,5009.95,5054.41,5079.36,43.82,5572375200
20210317,1615910400,5123.55,5020.13,5062.77,5100.86,21.5,164731500
20210318,1615996800,5160.46,5111.13,5114.59,5141.77,40.91,3315417700
20210319,1616083200,5089.92,4980.76,5068.53,5007.09,-134.68,-4031581500
20210322,1616342400,5071.34,4996.54,5008.4,5057.15,50.06,7163110100
20210323,1616428800,5064.02,4966.53,5057.06,5009.25,-47.9,-7183913400
20210324,1616515200,5024.33,4919.89,4985.4,4928.69,-80.56,5005762200
20210325,1616601600,4950.76,4883.66,4904.07,4926.35,-2.34,2748516000
20210326,1616688000,5050.83,4953.95,4953.95,5037.99,111.64,6430130500
20210329,1616947200,5086.65,5010.39,5052.26,5046.88,8.89,-5842465600
20210330,1617033600,5106.04,5032.8,5043.1,5094.73,47.85,3807219300
20210331,1617120000,5085.95,5015.61,5085.95,5048.36,-46.37,-7903152600
20210407,1617724800,5141.66,5065.19,5141.66,5103.74,-36.6,-2815824200
20210408,1617811200,5129.13,5062.07,5078.26,5112.21,8.47,-1702924000
20210409,1617897600,5100.04,5022.09,5100.04,5035.34,-76.87,-807149200
20210412,1618156800,5045.6,4933.01,5026.98,4947.75,-87.59,4304216800
20210413,1618243200,4994.54,4924.2,4949.81,4939.64,-8.11,8471042200
20210414,1618329600,4987.12,4940.27,4945.69,4980.63,40.99,5731388000
20210415,1618416000,4969.91,4900.3,4969.91,4948.97,-31.66,-950099200
20210416,1618502400,4979.17,4917.96,4966.9,4966.18,17.21,7152563500
20210419,1618761600,5088.21,4940.75,4966.41,5087.02,120.84,16315679500
20210420,1618848000,5119.86,5058.92,5065.78,5083.37,-3.65,-497485000
20210421,1618934400,5110.56,5047.99,5055.24,5098.74,15.37,-1056708400
20210422,1619020800,5119.22,5067.14,5114.28,5089.24,-9.5,-1596684300
20210423,1619107200,5149.98,5086.49,5088.83,5135.45,46.21,7859464300
20210426,1619366400,5181.11,5072.96,5156.59,5077.24,-58.21,3204103600
20210427,1619452800,5095.98,5042.61,5076.64,5090.52,13.28,3512348600
20210428,1619539200,5119.45,5059.26,5073.97,5119.24,28.72,2007913800
20210429,1619625600,5170.59,5113.65,5128.28,5164.17,44.93,5087640000
20210430,1619712000,5163.25,5094.93,5156.36,5123.49,-40.68,-1612193400
20210506,1620230400,5132.9,5037.41,5098.8,5061.12,-62.37,184296000
20210507,1620316800,5093.75,4996.04,5073.46,4996.05,-65.07,380439900
20210510,1620576000,5019.39,4953.7,5001.44,4992.42,-3.63,4526680000
20210511,1620662400,5033.49,4925.92,4956.08,5023.06,30.64,-4780763400
20210512,1620748800,5051.17,4995.4,5003.82,5044.55,21.49,-428115700
20210513,1620835200,5022.08,4975.45,4992.35,4992.97,-51.58,-5639519200
20210514,1620921600,5112.98,4981.29,5007.63,5110.59,117.62,9033539900
20210517,1621180800,5206.69,5115.31,5115.31,5184.99,74.4,2578022900
20210520,1621440000,5201.59,5152.04,5167.05,5186.41,14.14,-1524570300
20210521,1621526400,5216.16,5123.12,5199.13,5134.15,-52.26,-578305200
20210524,1621785600,5155.59,5092.39,5138.81,5155.59,21.44,1886230800
20210525,1621872000,5324.36,5161.52,5165.04,5318.48,162.89,21723322400
20210526,1621958400,5344.28,5308.74,5326.12,5320.59,2.11,9103248100
20210527,1622044800,5378.48,5286.05,5311.37,5338.23,17.64,14627351800
20210528,1622131200,5360.28,5288.65,5338.73,5321.09,-17.14,-526252300
20210531,1622390400,5331.63,5281.69,5318.08,5331.57,10.48,5210798500
20210601,1622476800,5343.75,5269.26,5320.47,5341.68,10.11,1102657400
20210602,1622563200,5352.64,5266.79,5348.34,5289.97,-51.71,-2013823100
20210603,1622649600,5314.37,5255.07,5285.71,5255.29,-34.68,1521148900
20210604,1622736000,5334.49,5221.23,5228.28,5282.28,26.99,3066969200
20210607,1622995200,5286.84,5242.95,5284.89,5277.63,-4.65,-3971775800
20210608,1623081600,5319.04,5201.14,5276.97,5232.12,-45.51,300825700
20210609,1623168000,5253.36,5215.35,5224.95,5236.45,4.33,2813727400
20210610,1623254400,5299.53,5229.52,5236.47,5271.47,35.02,6820302200
20210611,1623340800,5276.1,5213.6,5275.75,5224.7,-46.77,-3032063400
20210615,1623686400,5225.5,5137.41,5218.56,5166.56,-58.14,-5153685200
20210616,1623772800,5164.52,5076.02,5163.25,5080.49,-86.07,-405170800
20210617,1623859200,5123.37,5073.82,5074.38,5101.89,21.4,1593700200
20210618,1623945600,5128.03,5064.92,5104.93,5102.47,0.58,-1039811400
20210621,1624204800,5123.78,5058.57,5088.09,5090.39,-12.08,-2009131800
20210622,1624291200,5125.82,5086.28,5106.07,5122.16,31.77,-2412940400
20210623,1624377600,5171.03,5109.76,5127.19,5147.39,25.23,8198483500
20210624,1624464000,5160.43,5120.58,5156.56,5155.97,8.58,3097176200
20210625,1624550400,5251.61,5157.48,5159.8,5239.97,84.0,14103051700
20210628,1624809600,5260.64,5226.22,5253.61,5251.76,11.79,-4055307700
20210629,1624896000,5248.52,5182.68,5248.52,5190.54,-61.22,-3139218100
20210702,1625155200,5186.66,5074.36,5186.66,5081.12,-148.54,-8602515700
20210705,1625414400,5098.23,5048.0,5073.78,5085.79,4.67,5918954100
20210706,1625500800,5092.21,5028.51,5089.78,5083.1,-2.69,-60161400
20210707,1625587200,5152.77,5045.41,5052.42,5140.49,57.39,4372673200
20210708,1625673600,5151.22,5078.93,5149.31,5088.26,-52.23,-1701060600
20210709,1625760000,5081.41,5006.41,5063.15,5069.44,-18.82,-211234100
20210712,1626019200,5159.41,5070.32,5108.38,5132.71,63.27,1642055900
20210713,1626105600,5154.05,5114.94,5128.61,5142.1,9.39,2578784300
20210714,1626192000,5130.75,5075.13,5130.75,5083.08,-59.02,-10805853200
20210715,1626278400,5153.81,5067.68,5073.26,5151.46,68.38,12398170400
20210716,1626364800,5140.9,5090.63,5140.9,5094.77,-56.69,-4144437700
20210719,1626624000,5120.82,5047.62,5083.73,5113.49,18.72,4374140700
20210720,1626710400,5114.0,5067.86,5080.22,5108.99,-4.5,3063826400
20210721,1626796800,5160.54,5122.3,5122.78,5144.04,35.05,3117174200
20210722,1626883200,5171.21,5137.88,5150.39,5151.75,7.71,5926644800
20210723,1626969600,5145.43,5080.0,5145.43,5089.23,-62.52,-4659499400
20210726,1627228800,5067.31,4859.6,5067.31,4925.3,-163.93,-12801729600
20210727,1627315200,4940.86,4749.03,4924.28,4751.31,-173.99,-4171891100
20210728,1627401600,4785.66,4663.9,4714.29,4760.48,9.17,8052824600
20210729,1627488000,4857.97,4800.01,4845.76,4850.27,89.79,4227956900
