交易日期,时间戳,最高价,最低价,开盘价,收盘价,涨跌额
20201112,1605110400,4926.34,4891.51,4916.77,4908.46,3.56
20201113,1605196800,4886.98,4825.76,4886.98,4856.85,-51.61
20201116,1605456000,4904.17,4848.62,4880.96,4904.17,47.32
20201117,1605542400,4909.29,4865.39,4903.12,4894.79,-9.38
20201118,1605628800,4911.09,4870.72,4889.67,4891.67,-3.12
20201119,1605715200,4939.79,4870.2,4880.92,4927.99,36.32
20201120,1605801600,4947.43,4922.59,4928.22,4943.29,15.3
20201123,1606060800,5029.65,4940.45,4954.6,5005.03,61.74
20201124,1606147200,5001.06,4960.98,4997.05,4974.29,-30.74
20201125,1606233600,5004.77,4910.7,4992.75,4910.7,-63.59
20201126,1606320000,4925.29,4867.82,4908.32,4919.59,8.89
20201127,1606406400,4980.77,4917.35,4930.59,4980.77,61.18
20201130,1606665600,5055.19,4960.25,4994.11,4960.25,-20.52
20201201,1606752000,5072.55,4963.13,4963.13,5067.1,106.85
20201202,1606838400,5090.61,5043.31,5072.98,5067.14,0.04
20201203,1606924800,5072.3,5033.79,5065.45,5057.06,-10.08
20201204,1607011200,5072.39,5017.85,5049.52,5065.92,8.86
20201207,1607270400,5067.87,5014.61,5065.73,5022.24,-43.68
20201208,1607356800,5043.06,4998.92,5029.11,5009.88,-12.36
20201209,1607443200,5033.64,4942.52,5022.38,4942.7,-67.18
20201210,1607529600,4962.74,4919.77,4931.29,4940.52,-2.18
20201211,1607616000,4957.82,4849.35,4957.82,4889.63,-50.89
20201214,1607875200,4937.26,4887.66,4903.63,4934.84,45.21
20201215,1607961600,4954.19,4904.79,4931.6,4945.1,10.26
20201216,1608048000,4968.86,4938.19,4957.3,4953.87,8.77
20201217,1608134400,5021.62,4950.37,4960.73,5017.48,63.61
20201218,1608220800,5027.44,4979.01,5014.32,4999.97,-17.51
20201221,1608480000,5048.51,4970.0,4995.76,5046.84,46.87
20201222,1608566400,5055.13,4960.95,5034.98,4964.77,-82.07
20201223,1608652800,5028.45,4968.15,4977.3,5007.12,42.35
20201224,1608739200,5033.04,4979.24,5006.01,5000.02,-7.1
20201225,1608825600,5042.1,4973.68,4985.77,5042.01,41.99
20201228,1609084800,5089.34,5037.86,5042.94,5064.41,22.4
20201229,1609171200,5077.42,5034.31,5071.45,5042.94,-21.47
20201230,1609257600,5113.71,5036.63,5037.98,5113.71,70.77
20201231,1609344000,5215.62,5122.48,5122.48,5211.29,97.58
20210104,1609689600,5284.43,5190.94,5212.93,5267.72,56.43
20210105,1609776000,5368.5,5234.38,5245.84,5368.5,100.78
20210106,1609862400,5433.47,5341.43,5386.51,5417.67,49.17
20210107,1609948800,5513.66,5413.35,5428.39,5513.66,95.99
20210108,1610035200,5547.47,5442.69,5526.29,5495.43,-18.23
20210111,1610294400,5555.69,5412.5,5504.24,5441.16,-54.27
20210112,1610380800,5596.35,5417.63,5419.5,5596.35,155.19
20210113,1610467200,5644.72,5535.14,5609.26,5577.97,-18.38
20210114,1610553600,5568.02,5458.68,5556.21,5470.46,-107.51
20210115,1610640000,5500.63,5390.27,5471.39,5458.08,-12.38
20210118,1610899200,5541.46,5410.78,5438.16,5518.52,60.44
20210119,1610985600,5532.48,5415.72,5525.97,5437.52,-81.0
20210120,1611072000,5496.05,5426.54,5439.91,5476.43,38.91
20210121,1611158400,5593.11,5490.56,5492.96,5564.97,88.54
20210122,1611244800,5573.66,5513.88,5562.38,5569.78,4.81
20210125,1611504000,5655.48,5543.27,5564.12,5625.92,56.14
20210126,1611590400,5600.9,5506.0,5600.9,5512.97,-112.95
20210127,1611676800,5534.99,5449.64,5505.77,5528.0,15.03
20210128,1611763200,5462.24,5360.38,5450.37,5377.14,-150.86
20210129,1611849600,5430.2,5288.1,5413.97,5351.96,-25.18
20210201,1612108800,5422.3,5342.05,5356.85,5417.65,65.69
20210202,1612195200,5503.21,5411.52,5429.7,5501.09,83.44
20210203,1612281600,5532.89,5473.12,5499.3,5485.2,-15.89
20210204,1612368000,5510.05,5411.57,5453.98,5473.95,-11.25
20210205,1612454400,5550.77,5477.65,5494.7,5483.41,9.46
20210208,1612713600,5576.49,5479.85,5506.14,5564.56,81.15
20210209,1612800000,5686.25,5555.05,5584.17,5686.25,121.69
20210210,1612886400,5823.42,5707.33,5709.68,5807.72,121.47
20210218,1613577600,5930.91,5747.66,5922.07,5768.38,-39.34
20210219,1613664000,5787.89,5667.32,5734.02,5778.84,10.46
20210222,1613923200,5785.51,5597.33,5785.51,5597.33,-181.51
20210223,1614009600,5644.76,5541.11,5542.68,5579.67,-17.66
20210224,1614096000,5598.83,5379.73,5591.48,5437.57,-142.1
20210225,1614182400,5527.63,5444.16,5494.47,5469.56,31.99
20210226,1614268800,5416.32,5318.86,5343.9,5336.76,-132.8
20210301,1614528000,5421.56,5345.94,5389.25,5418.78,82.02
20210302,1614614400,5454.97,5305.05,5453.28,5349.63,-69.15
20210303,1614700800,5452.4,5316.48,5327.35,5452.21,102.58
20210304,1614787200,5392.37,5254.78,5388.48,5280.71,-171.5
20210305,1614873600,5307.82,5174.25,5191.97,5262.8,-17.91
20210308,1615132800,5326.26,5079.8,5299.79,5080.02,-182.78
20210309,1615219200,5094.31,4917.91,5066.15,4971.0,-109.02
20210310,1615305600,5055.28,4981.62,5047.06,5003.61,32.61
20210311,1615392000,5138.41,5020.58,5024.56,5128.22,124.61
20210312,1615478400,5153.67,5086.82,5153.67,5146.38,18.16
20210315,1615737600,5120.88,4992.4,5116.12,5035.54,-110.84
20210316,1615824000,5084.31,5009.95,5054.41,5079.36,43.82
20210317,1615910400,5123.55,5020.13,5062.77,5100.86,21.5
20210318,1615996800,5160.46,5111.13,5114.59,5141.77,40.91
20210319,1616083200,5089.92,4980.76,5068.53,5007.09,-134.68
20210322,1616342400,5071.34,4996.54,5008.4,5057.15,50.06
20210323,1616428800,5064.02,4966.53,5057.06,5009.25,-47.9
20210324,1616515200,5024.33,4919.89,4985.4,4928.69,-80.56
20210325,1616601600,4950.76,4883.66,4904.07,4926.35,-2.34
20210326,1616688000,5050.83,4953.95,4953.95,5037.99,111.64
20210329,1616947200,5086.65,5010.39,5052.26,5046.88,8.89
20210330,1617033600,5106.04,5032.8,5043.1,5094.73,47.85
20210331,1617120000,5085.95,5015.61,5085.95,5048.36,-46.37
20210401,1617206400,5115.43,5056.87,5059.94,5110.78,62.42
20210402,1617292800,5169.83,5116.35,5129.85,5161.56,50.78
20210406,1617638400,5181.15,5125.33,5178.64,5140.34,-21.22
20210407,1617724800,5141.66,5065.19,5141.66,5103.74,-36.6
20210408,1617811200,5129.13,5062.07,5078.26,5112.21,8.47
20210409,1617897600,5100.04,5022.09,5100.04,5035.34,-76.87
20210412,1618156800,5045.6,4933.01,5026.98,4947.75,-87.59
20210413,1618243200,4994.54,4924.2,4949.81,4939.64,-8.11
20210414,1618329600,4987.12,4940.27,4945.69,4980.63,40.99
20210415,1618416000,4969.91,4900.3,4969.91,4948.97,-31.66
20210416,1618502400,4979.17,4917.96,4966.9,4966.18,17.21
20210419,1618761600,5088.21,4940.75,4966.41,5087.02,120.84
20210420,1618848000,5119.86,5058.92,5065.78,5083.37,-3.65
20210421,1618934400,5110.56,5047.99,5055.24,5098.74,15.37
20210422,1619020800,5119.22,5067.14,5114.28,5089.24,-9.5
20210423,1619107200,5149.98,5086.49,5088.83,5135.45,46.21
20210426,1619366400,5181.11,5072.96,5156.59,5077.24,-58.21
20210427,1619452800,5095.98,5042.61,5076.64,5090.52,13.28
20210428,1619539200,5119.45,5059.26,5073.97,5119.24,28.72
20210429,1619625600,5170.59,5113.65,5128.28,5164.17,44.93
20210430,1619712000,5163.25,5094.93,5156.36,5123.49,-40.68
20210506,1620230400,5132.9,5037.41,5098.8,5061.12,-62.37
20210507,1620316800,5093.75,4996.04,5073.46,4996.05,-65.07
20210510,1620576000,5019.39,4953.7,5001.44,4992.42,-3.63
20210511,1620662400,5033.49,4925.92,4956.08,5023.06,30.64
20210512,1620748800,5051.17,4995.4,5003.82,5044.55,21.49
20210513,1620835200,5022.08,4975.45,4992.35,4992.97,-51.58
20210514,1620921600,5112.98,4981.29,5007.63,5110.59,117.62
20210517,1621180800,5206.69,5115.31,5115.31,5184.99,74.4
20210518,1621267200,5201.67,5156.79,5190.93,5187.6,2.61
20210519,1621353600,5193.56,5151.64,5173.17,5172.27,-15.33
20210520,1621440000,5201.59,5152.04,5167.05,5186.41,14.14
20210521,1621526400,5216.16,5123.12,5199.13,5134.15,-52.26
20210524,1621785600,5155.59,5092.39,5138.81,5155.59,21.44
20210525,1621872000,5324.36,5161.52,5165.04,5318.48,162.89
20210526,1621958400,5344.28,5308.74,5326.12,5320.59,2.11
20210527,1622044800,5378.48,5286.05,5311.37,5338.23,17.64
20210528,1622131200,5360.28,5288.65,5338.73,5321.09,-17.14
20210531,1622390400,5331.63,5281.69,5318.08,5331.57,10.48
20210601,1622476800,5343.75,5269.26,5320.47,5341.68,10.11
20210602,1622563200,5352.64,5266.79,5348.34,5289.97,-51.71
20210603,1622649600,5314.37,5255.07,5285.71,5255.29,-34.68
20210604,1622736000,5334.49,5221.23,5228.28,5282.28,26.99
20210607,1622995200,5286.84,5242.95,5284.89,5277.63,-4.65
20210608,1623081600,5319.04,5201.14,5276.97,5232.12,-45.51
20210609,1623168000,5253.36,5215.35,5224.95,5236.45,4.33
20210610,1623254400,5299.53,5229.52,5236.47,5271.47,35.02
20210611,1623340800,5276.1,5213.6,5275.75,5224.7,-46.77
20210615,1623686400,5225.5,5137.41,5218.56,5166.56,-58.14
20210616,1623772800,5164.52,5076.02,5163.25,5080.49,-86.07
20210617,1623859200,5123.37,5073.82,5074.38,5101.89,21.4
20210618,1623945600,5128.03,5064.92,5104.93,5102.47,0.58
20210621,1624204800,5123.78,5058.57,5088.09,5090.39,-12.08
20210622,1624291200,5125.82,5086.28,5106.07,5122.16,31.77
20210623,1624377600,5171.03,5109.76,5127.19,5147.39,25.23
20210624,1624464000,5160.43,5120.58,5156.56,5155.97,8.58
20210625,1624550400,5251.61,5157.48,5159.8,5239.97,84.0
20210628,1624809600,5260.64,5226.22,5253.61,5251.76,11.79
20210629,1624896000,5248.52,5182.68,5248.52,5190.54,-61.22
20210630,1624982400,5231.43,5186.63,5189.38,5224.04,33.5
20210701,1625068800,5252.26,5190.88,5241.2,5229.66,5.62
20210702,1625155200,5186.66,5074.36,5186.66,5081.12,-148.54
20210705,1625414400,5098.23,5048.0,5073.78,5085.79,4.67
20210706,1625500800,5092.21,5028.51,5089.78,5083.1,-2.69
20210707,1625587200,5152.77,5045.41,5052.42,5140.49,57.39
20210708,1625673600,5151.22,5078.93,5149.31,5088.26,-52.23
20210709,1625760000,5081.41,5006.41,5063.15,5069.44,-18.82
20210712,1626019200,5159.41,5070.32,5108.38,5132.71,63.27
20210713,1626105600,5154.05,5114.94,5128.61,5142.1,9.39
20210714,1626192000,5130.75,5075.13,5130.75,5083.08,-59.02
20210715,1626278400,5153.81,5067.68,5073.26,5151.46,68.38
20210716,1626364800,5140.9,5090.63,5140.9,5094.77,-56.69
20210719,1626624000,5120.82,5047.62,5083.73,5113.49,18.72
20210720,1626710400,5114.0,5067.86,5080.22,5108.99,-4.5
20210721,1626796800,5160.54,5122.3,5122.78,5144.04,35.05
20210722,1626883200,5171.21,5137.88,5150.39,5151.75,7.71
20210723,1626969600,5145.43,5080.0,5145.43,5089.23,-62.52
20210726,1627228800,5067.31,4859.6,5067.31,4925.3,-163.93
20210727,1627315200,4940.86,4749.03,4924.28,4751.31,-173.99
20210728,1627401600,4785.66,4663.9,4714.29,4760.48,9.17
20210729,1627488000,4857.97,4800.01,4845.76,4850.27,89.79
20210730,1627574400,4825.7,4761.04,4825.7,4811.17,-39.1
20210802,1627833600,4938.82,4761.46,4794.82,4933.74,122.57
20210803,1627920000,4957.03,4890.85,4909.23,4934.46,0.72
20210804,1628006400,4979.29,4919.66,4927.74,4978.85,44.39
20210805,1628092800,4997.14,4921.94,4946.17,4948.67,-30.18
20210806,1628179200,4944.35,4891.8,4943.04,4921.56,-27.11
20210809,1628438400,5002.89,4884.04,4890.26,4985.56,64.0
20210810,1628524800,5043.76,4941.24,4977.82,5043.15,57.59
20210811,1628611200,5059.79,5009.98,5037.08,5015.34,-27.81
20210812,1628697600,5016.26,4962.99,4998.07,4973.35,-41.99
20210813,1628784000,4993.74,4921.28,4958.76,4945.98,-27.37
20210816,1629043200,4973.38,4931.37,4935.92,4941.07,-4.91
20210817,1629129600,4967.56,4823.39,4935.0,4837.4,-103.67
20210818,1629216000,4909.54,4818.9,4838.47,4894.24,56.84
20210819,1629302400,4893.47,4839.57,4886.56,4862.14,-32.1
20210820,1629388800,4835.15,4720.83,4817.49,4769.27,-92.87
20210823,1629648000,4843.82,4764.01,4777.73,4835.88,66.61
20210824,1629734400,4906.2,4842.75,4844.59,4888.39,52.51
20210825,1629820800,4899.77,4865.76,4890.52,4898.16,9.77
20210826,1629907200,4892.2,4798.7,4892.2,4801.61,-96.55
20210827,1629993600,4863.47,4793.59,4794.97,4827.04,25.43
20210830,1630252800,4849.16,4787.2,4847.03,4813.27,-13.77
20210831,1630339200,4821.76,4740.75,4803.09,4805.61,-7.66
20210901,1630425600,4906.4,4763.3,4804.69,4869.46,63.85
20210902,1630512000,4892.7,4845.62,4865.82,4869.41,-0.05
20210903,1630598400,4886.55,4828.7,4875.07,4843.06,-26.35
20210906,1630857600,4944.45,4837.79,4841.06,4933.73,90.67
20210907,1630944000,5005.96,4915.61,4932.98,4992.83,59.1
20210908,1631030400,5013.98,4955.89,4986.8,4972.13,-20.7
20210909,1631116800,4970.15,4929.95,4952.49,4970.01,-2.12
20210910,1631203200,5042.8,4962.37,4967.98,5013.52,43.51
20210913,1631462400,5029.72,4964.96,5006.77,4991.66,-21.86
20210914,1631548800,5000.98,4907.32,4989.83,4917.16,-74.5
20210915,1631635200,4903.85,4843.12,4903.85,4867.32,-49.84
20210916,1631721600,4879.53,4806.14,4866.79,4807.7,-59.62
20210917,1631808000,4857.96,4786.09,4797.11,4855.94,48.24
20210922,1632240000,4830.85,4765.23,4770.73,4821.77,-34.17
20210923,1632326400,4877.34,4837.56,4848.22,4853.2,31.43
20210924,1632412800,4897.06,4838.54,4845.64,4849.43,-3.77
20210927,1632672000,4922.56,4852.2,4870.85,4877.37,27.94
20210928,1632758400,4901.31,4846.63,4869.08,4883.83,6.46
20210929,1632844800,4868.07,4799.88,4846.02,4833.93,-49.9
20210930,1632931200,4876.07,4843.95,4843.95,4866.38,32.45
20211008,1633622400,4937.09,4891.62,4915.73,4929.94,63.56
20211011,1633881600,4983.73,4930.71,4941.29,4936.19,6.25
20211012,1633968000,4925.49,4840.77,4920.66,4883.84,-52.35
20211013,1634054400,4953.37,4869.83,4880.14,4940.11,56.27
20211014,1634140800,4953.92,4903.25,4934.26,4913.61,-26.5
20211015,1634227200,4939.82,4881.01,4896.56,4932.11,18.5
20211018,1634486400,4922.51,4844.94,4922.51,4874.78,-57.33
20211019,1634572800,4928.14,4868.81,4869.39,4922.72,47.94
20211020,1634659200,4944.02,4898.37,4926.77,4910.18,-12.54
20211021,1634745600,4946.18,4893.85,4914.74,4928.02,17.84
20211022,1634832000,4989.89,4934.87,4934.87,4959.73,31.71
20211025,1635091200,4981.65,4930.11,4940.9,4979.52,19.79
20211026,1635177600,5002.57,4953.48,4983.24,4963.1,-16.42
20211027,1635264000,4949.23,4884.94,4949.23,4898.16,-64.94
20211028,1635350400,4898.66,4846.28,4882.59,4864.14,-34.02
20211029,1635436800,4908.77,4855.76,4861.27,4908.77,44.63
20211101,1635696000,4908.21,4858.25,4878.13,4890.69,-18.08
20211102,1635782400,4911.23,4797.9,4886.18,4839.85,-50.84
20211103,1635868800,4858.71,4804.37,4835.81,4821.11,-18.74
20211104,1635955200,4873.94,4834.74,4841.09,4868.74,47.63
20211105,1636041600,4889.68,4841.74,4858.9,4842.35,-26.39
20211108,1636300800,4866.08,4827.69,4841.15,4848.18,5.83
20211109,1636387200,4870.79,4818.54,4858.25,4846.74,-1.44
20211110,1636473600,4832.8,4754.0,4832.8,4821.19,-25.55
20211111,1636560000,4898.65,4809.11,4814.77,4898.65,77.46
20211112,1636646400,4909.08,4875.35,4902.93,4888.37,-10.28
20211115,1636905600,4906.33,4863.4,4894.41,4882.38,-5.99
20211116,1636992000,4915.37,4876.5,4880.9,4883.32,0.94
20211117,1637078400,4891.52,4864.52,4883.25,4885.75,2.43
20211118,1637164800,4871.42,4830.41,4871.42,4837.62,-48.13
20211119,1637251200,4892.81,4829.57,4832.06,4890.06,52.44
20211122,1637510400,4919.0,4893.27,4895.39,4912.4,22.34
20211123,1637596800,4927.52,4896.88,4905.76,4913.35,0.95
20211124,1637683200,4935.49,4899.61,4914.03,4916.66,3.31
20211125,1637769600,4921.33,4891.73,4917.61,4896.44,-20.22
20211126,1637856000,4886.95,4850.81,4886.95,4860.13,-36.31
20211129,1638115200,4858.53,4818.71,4820.01,4851.42,-8.71
20211130,1638201600,4871.25,4810.22,4857.18,4832.03,-19.39
20211201,1638288000,4844.52,4823.93,4831.89,4843.85,11.82
20211202,1638374400,4866.85,4830.32,4839.91,4856.16,12.31
20211203,1638460800,4901.02,4853.35,4856.98,4901.02,44.86
20211206,1638720000,4943.9,4888.69,4909.43,4892.62,-8.4
20211207,1638806400,4934.1,4895.22,4930.83,4922.1,29.48
20211208,1638892800,4995.93,4915.79,4934.41,4995.93,73.83
20211209,1638979200,5114.5,4999.41,5000.69,5078.69,82.76
20211210,1639065600,5060.06,5035.81,5046.27,5055.12,-23.57
20211213,1639324800,5143.84,5079.73,5090.02,5083.8,28.68
20211214,1639411200,5075.21,5038.86,5066.35,5049.7,-34.1
20211215,1639497600,5060.37,5003.78,5036.28,5005.9,-43.8
20211216,1639584000,5034.73,4987.22,5006.61,5034.73,28.83
20211217,1639670400,5022.11,4954.76,5021.34,4954.76,-79.97
20211220,1639929600,4971.67,4872.68,4934.97,4880.42,-74.34
20211221,1640016000,4917.8,4872.95,4876.51,4913.49,33.07
20211222,1640102400,4936.67,4903.17,4924.58,4914.45,0.96
20211223,1640188800,4948.74,4906.75,4924.29,4948.74,34.29
20211224,1640275200,4964.91,4905.98,4953.06,4921.34,-27.4
20211227,1640534400,4939.69,4894.16,4918.15,4919.32,-2.02
20211228,1640620800,4959.14,4913.6,4923.69,4955.96,36.64
20211229,1640707200,4958.65,4883.48,4958.65,4883.48,-72.48
20211230,1640793600,4940.18,4878.65,4882.16,4921.51,38.03
20211231,1640880000,4950.36,4923.14,4937.46,4940.37,18.86
20220104,1641225600,4961.45,4874.53,4957.98,4917.77,-22.6
20220105,1641312000,4916.28,4851.98,4907.93,4868.12,-49.65
20220106,1641398400,4857.56,4786.43,4842.16,4818.23,-49.89
20220107,1641484800,4856.65,4818.19,4824.32,4822.37,4.14
20220110,1641744000,4844.39,4780.82,4812.23,4844.05,21.68
20220111,1641830400,4850.88,4791.89,4840.01,4797.77,-46.28
20220112,1641916800,4852.73,4810.92,4818.89,4845.58,47.81
20220113,1642003200,4853.06,4765.24,4853.03,4765.92,-79.66
20220114,1642089600,4764.05,4723.94,4743.91,4726.73,-39.19
20220117,1642348800,4775.24,4726.71,4728.76,4767.28,40.55
20220118,1642435200,4826.3,4747.92,4766.78,4813.35,46.07
20220119,1642521600,4828.75,4755.93,4815.81,4780.38,-32.97
20220120,1642608000,4845.0,4777.57,4778.26,4823.51,43.13
20220121,1642694400,4818.31,4762.56,4808.77,4779.31,-44.2
20220124,1642953600,4801.1,4746.45,4753.94,4786.74,7.43
20220125,1643040000,4781.39,4678.25,4761.95,4678.45,-108.29
20220126,1643126400,4718.99,4648.13,4697.1,4712.31,33.86
20220127,1643212800,4708.44,4616.03,4708.1,4619.88,-92.43
20220128,1643299200,4660.52,4559.83,4641.81,4563.77,-56.11
20220207,1644163200,4672.65,4615.01,4638.58,4634.09,70.32
20220208,1644249600,4626.44,4522.47,4626.44,4608.77,-25.32
20220209,1644336000,4659.46,4595.28,4608.15,4652.06,43.29
20220210,1644422400,4657.21,4608.09,4657.21,4639.86,-12.2
20220211,1644508800,4662.6,4595.88,4617.87,4601.4,-38.46
20220214,1644768000,4593.63,4530.06,4579.42,4551.69,-49.71
20220215,1644854400,4601.45,4550.54,4553.81,4600.1,48.41
20220216,1644940800,4643.1,4607.22,4619.85,4617.99,17.89
20220217,1645027200,4650.16,4606.95,4616.9,4629.16,11.17
20220218,1645113600,4651.34,4598.1,4604.57,4651.24,22.08
20220221,1645372800,4646.67,4613.3,4646.05,4634.31,-16.93
20220222,1645459200,4602.07,4550.8,4601.92,4574.15,-60.16
20220223,1645545600,4625.3,4579.29,4582.01,4623.05,48.9
20220224,1645632000,4610.88,4488.48,4592.07,4529.32,-93.73
20220225,1645718400,4611.86,4561.9,4564.63,4573.42,44.1
20220228,1645977600,4581.65,4530.68,4563.74,4581.65,8.23
20220301,1646064000,4623.43,4583.92,4597.86,4619.69,38.04
20220302,1646150400,4594.02,4558.44,4594.02,4578.6,-41.09
20220303,1646236800,4599.4,4544.43,4595.02,4551.63,-26.97
20220304,1646323200,4539.39,4481.49,4513.36,4496.43,-55.2
20220307,1646582400,4462.52,4338.3,4462.52,4352.78,-143.65
20220308,1646668800,4383.65,4252.54,4361.64,4265.39,-87.39
20220309,1646755200,4304.48,4068.19,4280.98,4226.35,-39.04
20220310,1646841600,4335.67,4288.51,4326.2,4292.84,66.49
20220311,1646928000,4316.04,4176.45,4231.2,4306.52,13.68
20220314,1647187200,4280.36,4174.76,4248.15,4174.76,-131.76
20220315,1647273600,4163.42,3983.81,4125.49,3983.81,-190.95
20220316,1647360000,4168.59,3942.86,4053.1,4156.08,172.27
20220317,1647446400,4302.74,4217.8,4237.67,4237.7,81.62
20220318,1647532800,4283.37,4194.94,4218.47,4265.9,28.2
20220321,1647792000,4287.82,4223.02,4280.14,4258.75,-7.15
20220322,1647878400,4283.33,4236.69,4252.57,4255.3,-3.45
20220323,1647964800,4287.58,4241.96,4269.61,4276.52,21.22
20220324,1648051200,4273.96,4216.85,4249.53,4251.31,-25.21
20220325,1648137600,4254.84,4173.93,4249.07,4174.57,-76.74
20220328,1648396800,4174.12,4091.3,4128.84,4148.47,-26.1
20220329,1648483200,4177.21,4124.72,4155.42,4134.14,-14.33
20220330,1648569600,4254.1,4160.74,4162.17,4254.1,119.96
20220331,1648656000,4247.36,4214.54,4234.72,4222.6,-31.5
20220401,1648742400,4290.67,4190.08,4198.82,4276.16,53.56
20220406,1649174400,4277.52,4236.73,4258.83,4263.84,-12.32
20220407,1649260800,4278.11,4205.74,4240.02,4209.1,-54.74
20220408,1649347200,4237.81,4175.53,4213.21,4230.77,21.67
20220411,1649606400,4203.79,4089.09,4203.79,4100.07,-130.7
20220412,1649692800,4179.97,4075.8,4102.97,4179.97,79.9
20220413,1649779200,4194.04,4139.74,4154.41,4139.74,-40.23
20220414,1649865600,4217.06,4155.55,4172.64,4191.57,51.83
20220415,1649952000,4211.32,4152.97,4162.37,4188.75,-2.82
20220418,1650211200,4171.74,4119.99,4152.93,4166.38,-22.37
20220419,1650297600,4186.94,4115.42,4161.93,4134.9,-31.48
20220420,1650384000,4136.17,4060.5,4130.54,4070.79,-64.11
20220421,1650470400,4086.44,3978.37,4048.73,3995.83,-74.96
20220422,1650556800,4037.08,3953.72,3967.2,4013.25,17.42
20220425,1650816000,3958.21,3814.91,3933.45,3814.91,-198.34
20220426,1650902400,3871.85,3773.9,3822.49,3784.12,-30.79
20220427,1650988800,3895.73,3757.09,3758.08,3895.54,111.42
20220428,1651075200,3943.43,3873.58,3883.42,3921.11,25.57
20220429,1651161600,4017.43,3898.57,3939.62,4016.24,95.13
